Date,Infrastructure_Machineries,Daily_Sales _Percentage,Daily_Sales_Quantity,Market_Share,Political,Marketing,Budget,Region,Year,Month,Day,DayOfWeek,Machinery_Code,Region_Code
2019-04-05,Backhoe Loader,0.03216967,10,35,1,0,5078.56,Morrisside,2019,4,5,4,0,911
2019-04-05,Excavators(crawler),0.03216967,16,35,1,0,5078.56,Lake Teresaview,2019,4,5,4,2,765
2019-04-05,Loaders (Wheeled),0.03216967,24,35,1,0,5078.56,Port Paul,2019,4,5,4,3,1355
2019-04-05,Skid Steer Loaders,0.03216967,25,35,1,0,5078.56,West Julieburgh,2019,4,5,4,4,1840
2019-04-05,Compactors,0.03216967,15,35,1,0,5078.56,Lake Mariahtown,2019,4,5,4,1,727
2019-04-05,Tele Handlers ,0.03216967,16,35,1,0,5078.56,New Stevenhaven,2019,4,5,4,5,1050
2019-04-06,Excavators(crawler),0.030429155,23,35,1,0,5078.56,Ashleystad,2019,4,6,5,2,65
2019-04-06,Skid Steer Loaders,0.030429155,6,35,1,0,5078.56,Port Dawn,2019,4,6,5,4,1286
2019-04-06,Compactors,0.030429155,-1,35,1,0,5078.56,Ricestad,2019,4,6,5,1,1420
2025-03-15,Tele Handlers ,0.030429155,19,35,1,0,5078.56,Reyestown,2025,3,15,5,5,1414
2019-04-07,Backhoe Loader,0.032918451,3519,35000,1,0,5078.56,South Thomasborough,2019,4,7,6,0,1661
2019-04-07,Excavators(crawler),0.032918451,17,35,1,0,5078.56,South Christina,2019,4,7,6,2,1550
2019-04-07,Loaders (Wheeled),0.032918451,21,35,1,0,5078.56,West Bethland,2019,4,7,6,3,1797
2019-04-07,Skid Steer Loaders,0.032918451,28,35,1,0,5078.56,Geraldchester,2019,4,7,6,4,403
2019-04-07,Tele Handlers ,0.032918451,16,35,1,0,5078.56,Kevinstad,2019,4,7,6,5,616
2019-04-08,Backhoe Loader,0.029616648,19,35,1,0,5078.56,Bellbury,2019,4,8,0,0,77
2019-04-08,Excavators(crawler),0.029616648,18,35,1,0,5078.56,West Danielville,2019,4,8,0,2,1808
2019-04-08,Loaders (Wheeled),0.029616648,11,35,1,0,5078.56,Pagemouth,2019,4,8,0,3,1226
2019-04-08,invalid_data,0.029616648,28,35,1,0,5078.56,Jonathanmouth,2019,4,8,0,6,563
2019-04-08,Compactors,0.029616648,28,35,1,0,5078.56,South Sara,2019,4,8,0,1,1645
2019-04-08,Tele Handlers ,0.029616648,40,35,1,0,5078.56,South Markhaven,2019,4,8,0,5,1614
2019-04-09,Backhoe Loader,0.024112317,15,35,1,0,5078.56,Anthonyhaven,2019,4,9,1,0,59
2019-04-09,Excavators(crawler),0.024112317,23,35,1,0,5078.56,Maryburgh,2019,4,9,1,2,848
2019-04-09,Skid Steer Loaders,0.024112317,0,35,1,0,5078.56,New Shannon,2019,4,9,1,4,1047
2019-04-09,Compactors,0.024112317,27,35,1,0,5078.56,Downschester,2019,4,9,1,1,228
2019-04-09,Tele Handlers ,0.024112317,1,35,1,0,5078.56,East Alexander,2019,4,9,1,5,239
2019-04-10,Excavators(crawler),0.0310465,20,35,1,0,5078.56,Rodriguezborough,2019,4,10,2,2,1444
2019-04-10,Loaders (Wheeled),0.0310465,32,35,1,0,5078.56,New Aliciamouth,2019,4,10,2,3,924
2019-04-10,Skid Steer Loaders,0.0310465,24,35,1,0,5078.56,Lake Charles,2019,4,10,2,4,654
2019-04-10,Compactors,0.0310465,39,35,1,0,5078.56,North Samantha,2019,4,10,2,1,1197
2019-04-10,Tele Handlers ,0.0310465,29,35,1,0,5078.56,New Brittany,2019,4,10,2,5,939
2025-03-15,invalid_data,-0.037721796,-3,35,1,0,5078.56,South Susanfurt,2025,3,15,5,6,1654
2019-04-11,Excavators(crawler),0.037721796,24,35,1,0,5078.56,New Matthewfort,2019,4,11,3,2,1017
2019-04-11,Loaders (Wheeled),0.037721796,38,35,1,0,5078.56,East Briannaside,2019,4,11,3,3,253
2019-04-11,Skid Steer Loaders,0.037721796,14,35,1,0,5078.56,Jessicahaven,2019,4,11,3,4,532
2019-04-11,Compactors,0.037721796,22,35,1,0,5078.56,Whiteborough,2019,4,11,3,1,1904
2019-04-11,Tele Handlers ,0.037721796,28,35,1,0,5078.56,Santosberg,2019,4,11,3,5,1472
2019-04-12,Backhoe Loader,0.035710445,23,35,1,0,5078.56,Port Rachel,2019,4,12,4,0,1358
2019-04-12,Excavators(crawler),0.035710445,18,35,1,0,5078.56,East Gabriellamouth,2019,4,12,4,2,283
2019-04-12,Loaders (Wheeled),0.035710445,32,35,1,0,5078.56,Taylorberg,2019,4,12,4,3,1700
2019-04-12,Skid Steer Loaders,0.035710445,29,35,1,0,5078.56,Ericaton,2019,4,12,4,4,374
2019-04-12,Tele Handlers ,0.035710445,25,35,1,0,5078.56,Jeremyberg,2019,4,12,4,5,528
2019-04-13,Backhoe Loader,0.028760331,3517,35000,1,0,5078.56,North Anthonyberg,2019,4,13,5,0,1084
2019-04-13,Excavators(crawler),0.028760331,9,35,1,0,5078.56,New Frankton,2019,4,13,5,2,971
2019-04-13,Loaders (Wheeled),0.028760331,13,35,1,0,5078.56,Jimenezside,2019,4,13,5,3,539
2019-04-13,invalid_data,0.028760331,27,35,1,0,5078.56,Lake Sherriside,2019,4,13,5,6,757
2019-04-13,Tele Handlers ,0.028760331,19,35,1,0,5078.56,Millerview,2019,4,13,5,5,897
2019-04-14,Backhoe Loader,0.026968037,3,35,1,0,5078.56,Barbaramouth,2019,4,14,6,0,71
2019-04-14,Excavators(crawler),0.026968037,26,35,1,0,5078.56,Gregoryberg,2019,4,14,6,2,424
2019-04-14,Skid Steer Loaders,0.026968037,24,35,1,0,5078.56,Martinland,2019,4,14,6,4,840
2019-04-14,Compactors,0.026968037,8,35,1,0,5078.56,East Katrina,2019,4,14,6,1,307
2019-04-14,Tele Handlers ,0.026968037,14,35,1,0,5078.56,Mccarthymouth,2019,4,14,6,5,863
2019-04-15,Backhoe Loader,0.030620333,1,35,1,0,5078.56,East Robertburgh,2019,4,15,0,0,337
2025-03-15,Excavators(crawler),0.030620333,33,35,1,0,5078.56,East Laurenchester,2025,3,15,5,2,313
2019-04-15,Loaders (Wheeled),0.030620333,23,35,1,0,5078.56,South Peterland,2019,4,15,0,3,1632
2019-04-15,Skid Steer Loaders,0.030620333,13,35,1,0,5078.56,Cheyennehaven,2019,4,15,0,4,151
2019-04-15,Compactors,0.030620333,17,35,1,0,5078.56,Oconnorburgh,2019,4,15,0,1,1215
2019-04-15,Tele Handlers ,0.030620333,30,35,1,0,5078.56,Hardybury,2019,4,15,0,5,434
2019-04-16,Excavators(crawler),0.032464403,7,35,1,0,5078.56,Coleberg,2019,4,16,1,2,162
2019-04-16,Loaders (Wheeled),0.032464403,23,35,1,0,5078.56,Meredithbury,2019,4,16,1,3,875
2019-04-16,Skid Steer Loaders,0.032464403,13,35,1,0,5078.56,Wrightmouth,2019,4,16,1,4,1928
2019-04-16,Compactors,0.032464403,37,35,1,0,5078.56,Faulknerside,2019,4,16,1,1,382
2019-04-16,Tele Handlers ,0.032464403,23,35,1,0,5078.56,New Claudiaborough,2019,4,16,1,5,954
2019-04-17,Backhoe Loader,0.0378373,28,35,1,0,5078.56,East Sheenafurt,2019,4,17,2,0,344
2019-04-17,Excavators(crawler),0.0378373,9,35,1,0,5078.56,New Kristi,2019,4,17,2,2,1006
2019-04-17,Skid Steer Loaders,0.0378373,16,35,1,0,5078.56,Robinsonville,2019,4,17,2,4,1442
2019-04-17,Tele Handlers ,0.0378373,25,35,1,0,5078.56,East Kariview,2019,4,17,2,5,305
2019-04-18,Backhoe Loader,0.03203027,18,35,1,0,5078.56,Josephton,2019,4,18,3,0,575
2019-04-18,Excavators(crawler),0.03203027,20,35,1,0,5078.56,Brittanyborough,2019,4,18,3,2,102
2019-04-18,Loaders (Wheeled),0.03203027,18,35,1,0,5078.56,Reedport,2019,4,18,3,3,1412
2019-04-18,invalid_data,0.03203027,24,35,1,0,5078.56,Reynoldsport,2019,4,18,3,6,1416
2019-04-18,Compactors,0.03203027,29,35,1,0,5078.56,Port Susanburgh,2019,4,18,3,1,1375
2019-04-18,Tele Handlers ,0.03203027,5,35,1,0,5078.56,Wilsonhaven,2019,4,18,3,5,1921
2019-04-19,Backhoe Loader,0.029959176,3524,35000,1,0,5078.56,Julieton,2019,4,19,4,0,585
2019-04-19,Excavators(crawler),0.029959176,21,35,1,0,5078.56,Port Miguel,2019,4,19,4,2,1342
2025-03-15,Loaders (Wheeled),0.029959176,24,35,1,0,5078.56,Lake Aaronburgh,2025,3,15,5,3,635
2019-04-19,Skid Steer Loaders,0.029959176,4,35,1,0,5078.56,Lake Stephen,2019,4,19,4,4,759
2019-04-19,Compactors,0.029959176,17,35,1,0,5078.56,East Veronica,2019,4,19,4,1,355
2019-04-19,Tele Handlers ,0.029959176,15,35,1,0,5078.56,South Sean,2019,4,19,4,5,1647
2019-04-20,Backhoe Loader,0.034874042,31,35,1,0,5078.56,South Mary,2019,4,20,5,0,1615
2019-04-20,Excavators(crawler),0.034874042,6,35,1,0,5078.56,East Amandaville,2019,4,20,5,2,243
2019-04-20,Loaders (Wheeled),0.034874042,-4,35,1,0,5078.56,Martinside,2019,4,20,5,3,843
2019-04-20,Skid Steer Loaders,0.034874042,2,35,1,0,5078.56,Jaredborough,2019,4,20,5,4,511
2019-04-20,Compactors,0.034874042,15,35,1,0,5078.56,South Patty,2019,4,20,5,1,1630
2019-04-20,Tele Handlers ,0.034874042,17,35,1,0,5078.56,New Wendy,2019,4,20,5,5,1062
2019-04-21,Excavators(crawler),0.02726277,20,35,1,0,5078.56,Christianberg,2019,4,21,6,2,152
2019-04-21,Loaders (Wheeled),0.02726277,31,35,1,0,5078.56,East Jeffreytown,2019,4,21,6,3,292
2019-04-21,Skid Steer Loaders,0.02726277,13,35,1,0,5078.56,Robinfurt,2019,4,21,6,4,1441
2019-04-21,Compactors,0.02726277,5,35,1,0,5078.56,Danieltown,2019,4,21,6,1,194
2019-04-21,Tele Handlers ,0.02726277,4,35,1,0,5078.56,Berryberg,2019,4,21,6,5,82
2019-04-22,Backhoe Loader,0.029110823,3515,35000,1,0,5078.56,Maryberg,2019,4,22,0,0,847
2019-04-22,Excavators(crawler),0.029110823,21,35,1,0,5078.56,Lopezview,2019,4,22,0,2,810
2019-04-22,Loaders (Wheeled),0.029110823,20,35,1,0,5078.56,Courtneymouth,2019,4,22,0,3,175
2019-04-22,Skid Steer Loaders,0.029110823,11,35,1,0,5078.56,South Micheleside,2019,4,22,0,4,1621
2019-04-22,Tele Handlers ,0.029110823,40,35,1,0,5078.56,Natashabury,2019,4,22,0,5,916
2019-04-23,Backhoe Loader,0.027370308,23,35,1,0,5078.56,Oscarborough,2019,4,23,1,0,1222
2019-04-23,Excavators(crawler),0.027370308,18,35,1,0,5078.56,North Bobbyfort,2019,4,23,1,2,1090
2019-04-23,Loaders (Wheeled),0.027370308,31,35,1,0,5078.56,North Davidmouth,2019,4,23,1,3,1104
2025-03-15,invalid_data,0.027370308,9,35,1,0,5078.56,Lake Suzannechester,2025,3,15,5,6,762
2019-04-23,Compactors,0.027370308,18,35,1,0,5078.56,Andreahaven,2019,4,23,1,1,45
2019-04-23,Tele Handlers ,0.027370308,9,35,1,0,5078.56,West Brendafort,2019,4,23,1,5,1800
2019-04-24,Backhoe Loader,0.033687145,3,35,1,0,5078.56,Michelleside,2019,4,24,2,0,892
2019-04-24,Excavators(crawler),0.033687145,2,35,1,0,5078.56,Johnsontown,2019,4,24,2,2,557
2019-04-24,Skid Steer Loaders,0.033687145,24,35,1,0,5078.56,Julieport,2019,4,24,2,4,584
2019-04-24,Tele Handlers ,0.033687145,22,35,1,0,5078.56,Lake Gary,2019,4,24,2,5,683
2019-04-25,Backhoe Loader,0.037494772,3501,35000,1,0,5078.56,Keithborough,2019,4,25,3,0,600
2019-04-25,Excavators(crawler),0.037494772,20,35,1,0,5078.56,Kellyhaven,2019,4,25,3,2,606
2019-04-25,Loaders (Wheeled),0.037494772,15,35,1,0,5078.56,West Stevenview,2019,4,25,3,3,1886
2019-04-25,Skid Steer Loaders,0.037494772,10,35,1,0,5078.56,Dickersonbury,2019,4,25,3,4,217
2019-04-25,Compactors,0.037494772,11,35,1,0,5078.56,East Michelleville,2019,4,25,3,1,326
2019-04-25,Tele Handlers ,0.037494772,18,35,1,0,5078.56,South Courtneybury,2019,4,25,3,5,1557
2019-04-26,Excavators(crawler),0.035355969,0,35,1,0,5078.56,Hollymouth,2019,4,26,4,2,468
2019-04-26,Loaders (Wheeled),0.035355969,27,35,1,0,5078.56,North Paula,2019,4,26,4,3,1182
2019-04-26,Skid Steer Loaders,0.035355969,16,35,1,0,5078.56,Karenland,2019,4,26,4,4,588
2019-04-26,Compactors,0.035355969,38,35,1,0,5078.56,Michaelchester,2019,4,26,4,1,881
2019-04-26,Tele Handlers ,0.035355969,33,35,1,0,5078.56,Pamelaside,2019,4,26,4,5,1229
2019-04-27,Backhoe Loader,0.036180424,28,35,1,0,5078.56,South Robertmouth,2019,4,27,5,0,1640
2019-04-27,Excavators(crawler),0.036180424,18,35,1,0,5078.56,Thomasview,2019,4,27,5,2,1714
2019-04-27,Loaders (Wheeled),0.036180424,8,35,1,0,5078.56,Watsonhaven,2019,4,27,5,3,1769
2019-04-27,Skid Steer Loaders,0.036180424,49,35,1,0,5078.56,Edwardberg,2019,4,27,5,4,359
2025-03-15,Compactors,-0.036180424,0,35,1,0,5078.56,Cameronshire,2025,3,15,5,1,125
2019-04-27,Tele Handlers ,0.036180424,14,35,1,0,5078.56,Riverabury,2019,4,27,5,5,1429
2019-04-28,Backhoe Loader,0.039784925,3524,35000,1,0,5078.56,South Tamara,2019,4,28,6,0,1658
2019-04-28,Excavators(crawler),0.039784925,16,35,1,0,5078.56,West Curtis,2019,4,28,6,2,1806
2019-04-28,invalid_data,0.039784925,29,35,1,0,5078.56,Stephanieborough,2019,4,28,6,6,1674
2019-04-28,Compactors,0.039784925,34,35,1,0,5078.56,Schneiderborough,2019,4,28,6,1,1478
2019-04-28,Tele Handlers ,0.039784925,12,35,1,0,5078.56,New Davidville,2019,4,28,6,5,962
2019-04-29,Backhoe Loader,0.039605696,15,35,1,0,5078.56,North Kennethfort,2019,4,29,0,0,1151
2019-04-29,Excavators(crawler),0.039605696,10,35,1,0,5078.56,Port Tracyburgh,2019,4,29,0,2,1387
2019-04-29,Skid Steer Loaders,0.039605696,34,35,1,0,5078.56,North Kayla,2019,4,29,0,4,1147
2019-04-29,Compactors,0.039605696,24,35,1,0,5078.56,South Erikaview,2019,4,29,0,1,1581
2019-04-29,Tele Handlers ,0.039605696,14,35,1,0,5078.56,Matthewfort,2019,4,29,0,5,853
2019-04-30,Backhoe Loader,0.031914767,15,35,1,0,5078.56,Alexisside,2019,4,30,1,0,17
2019-04-30,Excavators(crawler),0.031914767,11,35,1,0,5078.56,Mitchellville,2019,4,30,1,2,901
2019-04-30,Loaders (Wheeled),0.031914767,15,35,1,0,5078.56,Joanview,2019,4,30,1,3,542
2019-04-30,Skid Steer Loaders,0.031914767,21,35,1,0,5078.56,Richmondton,2019,4,30,1,4,1426
2019-04-30,Compactors,0.031914767,17,35,1,0,5078.56,Douglashaven,2019,4,30,1,1,225
2019-04-30,Tele Handlers ,0.031914767,8,35,1,0,5078.56,Lake Madison,2019,4,30,1,5,724
2019-05-01,Excavators(crawler),0.034463806,3,35,1,0,5078.56,Andrewton,2019,5,1,2,2,49
2019-05-01,Loaders (Wheeled),0.034463806,22,35,1,0,5078.56,Albertstad,2019,5,1,2,3,9
2019-05-01,Skid Steer Loaders,0.034463806,32,35,1,0,5078.56,Santiagomouth,2019,5,1,2,4,1471
2019-05-01,Compactors,0.034463806,20,35,1,0,5078.56,New Jacquelinechester,2019,5,1,2,1,976
2025-03-15,Tele Handlers ,0.034463806,14,35,1,0,5078.56,Brownland,2025,3,15,5,5,112
2019-05-02,Excavators(crawler),0.038629891,15,35,1,0,5078.56,Robertaberg,2019,5,2,3,2,1431
2019-05-02,Loaders (Wheeled),0.038629891,27,35,1,0,5078.56,Abigailtown,2019,5,2,3,3,2
2019-05-02,Skid Steer Loaders,0.038629891,19,35,1,0,5078.56,East Kristiefort,2019,5,2,3,4,312
2019-05-02,Tele Handlers ,0.038629891,34,35,1,0,5078.56,South Sydney,2019,5,2,3,5,1657
2019-05-03,Backhoe Loader,0.025637758,35,35,1,0,5078.56,Garyfort,2019,5,3,4,0,402
2019-05-03,Excavators(crawler),0.025637758,18,35,1,0,5078.56,East Josephview,2019,5,3,4,2,301
2019-05-03,Loaders (Wheeled),0.025637758,24,35,1,0,5078.56,Chadborough,2019,5,3,4,3,141
2019-05-03,invalid_data,0.025637758,35,35,1,0,5078.56,Wilsonberg,2019,5,3,4,6,1920
2019-05-03,Compactors,0.025637758,5,35,1,0,5078.56,Smithville,2019,5,3,4,1,1516
2019-05-03,Tele Handlers ,0.025637758,3,35,1,0,5078.56,Elizabethside,2019,5,3,4,5,366
2019-05-04,Backhoe Loader,0.028812108,3505,35000,1,0,5078.56,Alexanderberg,2019,5,4,5,0,10
2019-05-04,Excavators(crawler),0.028812108,14,35,1,0,5078.56,North Nathanside,2019,5,4,5,2,1180
2019-05-04,Skid Steer Loaders,0.028812108,0,35,1,0,5078.56,Tylertown,2019,5,4,5,4,1744
2019-05-04,Compactors,0.028812108,11,35,1,0,5078.56,Vasquezview,2019,5,4,5,1,1749
2019-05-04,Tele Handlers ,0.028812108,23,35,1,0,5078.56,Danielfurt,2019,5,4,5,5,190
2019-05-05,Backhoe Loader,0.03216967,12,35,1,0,5078.56,Lake Josephhaven,2019,5,5,6,0,705
2019-05-05,Excavators(crawler),0.03216967,7,35,1,0,5078.56,Toddview,2019,5,5,6,2,1725
2019-05-05,Loaders (Wheeled),0.03216967,25,35,1,0,5078.56,Port Connorburgh,2019,5,5,6,3,1281
2019-05-05,Skid Steer Loaders,0.03216967,18,35,1,0,5078.56,New Keithberg,2019,5,5,6,4,1002
2019-05-05,Tele Handlers ,0.03216967,25,35,1,0,5078.56,South Jenniferton,2019,5,5,6,5,1593
2025-03-15,invalid_data,0.030429155,21,35,1,0,5078.56,Jeanneburgh,2025,3,15,5,6,516
2019-05-06,Excavators(crawler),0.030429155,25,35,1,0,5078.56,Shannonbury,2019,5,6,0,2,1488
2019-05-06,Loaders (Wheeled),0.030429155,37,35,1,0,5078.56,Johnsonshire,2019,5,6,0,3,555
2019-05-06,Skid Steer Loaders,0.030429155,12,35,1,0,5078.56,North Robertside,2019,5,6,0,4,1192
2019-05-06,Compactors,0.030429155,12,35,1,0,5078.56,Markshire,2019,5,6,0,1,832
2019-05-06,Tele Handlers ,0.030429155,13,35,1,0,5078.56,Markside,2019,5,6,0,5,833
2019-05-07,Backhoe Loader,0.032918451,3516,35000,1,0,5078.56,Marcomouth,2019,5,7,1,0,821
2019-05-07,Excavators(crawler),0.032918451,24,35,1,0,5078.56,Walkerport,2019,5,7,1,2,1760
2019-05-07,Loaders (Wheeled),0.032918451,3,35,1,0,5078.56,Caitlinbury,2019,5,7,1,3,123
2019-05-07,Skid Steer Loaders,0.032918451,31,35,1,0,5078.56,South Ashleyview,2019,5,7,1,4,1535
2019-05-07,Tele Handlers ,0.032918451,7,35,1,0,5078.56,Martinville,2019,5,7,1,5,845
2019-05-08,Backhoe Loader,0.029616648,14,35,1,0,5078.56,Port Kimberly,2019,5,8,2,0,1323
2019-05-08,Excavators(crawler),0.029616648,24,35,1,0,5078.56,New Paulport,2019,5,8,2,2,1036
2019-05-08,Loaders (Wheeled),0.029616648,15,35,1,0,5078.56,Michaelside,2019,5,8,2,3,884
2019-05-08,invalid_data,0.029616648,7,35,1,0,5078.56,Kevinshire,2019,5,8,2,6,615
2019-05-08,Compactors,0.029616648,17,35,1,0,5078.56,Lopezside,2019,5,8,2,1,809
2019-05-08,Tele Handlers ,0.029616648,-2,35,1,0,5078.56,Christopherborough,2019,5,8,2,5,154
2019-05-09,Backhoe Loader,0.024112317,9,35,1,0,5078.56,Danielchester,2019,5,9,3,0,188
2019-05-09,Excavators(crawler),0.024112317,17,35,1,0,5078.56,Ericksonbury,2019,5,9,3,2,375
2019-05-09,Skid Steer Loaders,0.024112317,11,35,1,0,5078.56,Port Drew,2019,5,9,3,4,1290
2019-05-09,Compactors,0.024112317,4,35,1,0,5078.56,Thomasbury,2019,5,9,3,1,1711
2019-05-09,Tele Handlers ,0.024112317,19,35,1,0,5078.56,Teresafort,2019,5,9,3,5,1708
2019-05-10,Backhoe Loader,0.0310465,3513,35000,1,0,5078.56,Michaelborough,2019,5,10,4,0,878
2025-03-15,Excavators(crawler),0.0310465,25,35,1,0,5078.56,West Tracy,2025,3,15,5,2,1896
2019-05-10,Loaders (Wheeled),0.0310465,16,35,1,0,5078.56,Lake Johnhaven,2019,5,10,4,3,702
2019-05-10,Skid Steer Loaders,0.0310465,26,35,1,0,5078.56,Lake Mary,2019,5,10,4,4,731
2019-05-10,Compactors,0.0310465,21,35,1,0,5078.56,Port Samantha,2019,5,10,4,1,1366
2019-05-10,Tele Handlers ,0.0310465,18,35,1,0,5078.56,Kimberlyland,2019,5,10,4,5,619
2019-05-11,Excavators(crawler),0.037721796,22,35,1,0,5078.56,East Jennifertown,2019,5,11,5,2,293
2019-05-11,Loaders (Wheeled),0.037721796,35,35,1,0,5078.56,Lake Shawn,2019,5,11,5,3,756
2019-05-11,Skid Steer Loaders,0.037721796,20,35,1,0,5078.56,Lake Dustinmouth,2019,5,11,5,4,673
2019-05-11,Compactors,0.037721796,34,35,1,0,5078.56,South Melissa,2019,5,11,5,1,1617
2019-05-11,Tele Handlers ,0.037721796,28,35,1,0,5078.56,Stevenview,2019,5,11,5,5,1684
2019-05-12,Backhoe Loader,0.035710445,27,35,1,0,5078.56,Reynoldsshire,2019,5,12,6,0,1417
2019-05-12,Excavators(crawler),0.035710445,22,35,1,0,5078.56,North Shirleystad,2019,5,12,6,2,1200
2019-05-12,Loaders (Wheeled),0.035710445,15,35,1,0,5078.56,New Michael,2019,5,12,6,3,1023
2019-05-12,Skid Steer Loaders,0.035710445,2,35,1,0,5078.56,Marshalltown,2019,5,12,6,4,835
2019-05-12,Tele Handlers ,0.035710445,22,35,1,0,5078.56,Lake Josephberg,2019,5,12,6,5,704
2019-05-13,Excavators(crawler),0.028760331,10,35,1,0,5078.56,Schroedertown,2019,5,13,0,2,1479
2019-05-13,Loaders (Wheeled),0.028760331,25,35,1,0,5078.56,Danielburgh,2019,5,13,0,3,187
2019-05-13,invalid_data,0.028760331,20,35,1,0,5078.56,North Willie,2019,5,13,0,6,1213
2019-05-13,Compactors,0.028760331,13,35,1,0,5078.56,New Gregory,2019,5,13,0,1,974
2019-05-13,Tele Handlers ,0.028760331,19,35,1,0,5078.56,Chelseytown,2019,5,13,0,5,148
2019-05-14,Backhoe Loader,0.026968037,16,35,1,0,5078.56,Douglasberg,2019,5,14,1,0,223
2019-05-14,Excavators(crawler),0.026968037,19,35,1,0,5078.56,Antonioside,2019,5,14,1,2,62
2025-03-15,Loaders (Wheeled),-0.026968037,-4,35,1,0,5078.56,Barnesborough,2025,3,15,5,3,72
2019-05-14,Skid Steer Loaders,0.026968037,14,35,1,0,5078.56,Port Ryanville,2019,5,14,1,4,1365
2019-05-14,Compactors,0.026968037,23,35,1,0,5078.56,Jamiebury,2019,5,14,1,1,505
2019-05-14,Tele Handlers ,0.026968037,22,35,1,0,5078.56,Blackwellbury,2019,5,14,1,5,83
2019-05-15,Backhoe Loader,0.030620333,12,35,1,0,5078.56,Lamfurt,2019,5,15,2,0,777
2019-05-15,Excavators(crawler),0.030620333,10,35,1,0,5078.56,West Anthonyfort,2019,5,15,2,2,1789
2019-05-15,Loaders (Wheeled),0.030620333,36,35,1,0,5078.56,East Diane,2019,5,15,2,3,272
2019-05-15,Skid Steer Loaders,0.030620333,32,35,1,0,5078.56,New Jillberg,2019,5,15,2,4,985
2019-05-15,Compactors,0.030620333,11,35,1,0,5078.56,Port Brianland,2019,5,15,2,1,1272
2019-05-15,Tele Handlers ,0.030620333,20,35,1,0,5078.56,South Jenniferchester,2019,5,15,2,5,1592
2019-05-16,Excavators(crawler),0.032464403,11,35,1,0,5078.56,South Jennifer,2019,5,16,3,2,1591
2019-05-16,Loaders (Wheeled),0.032464403,20,35,1,0,5078.56,Underwoodhaven,2019,5,16,3,3,1745
2019-05-16,Skid Steer Loaders,0.032464403,10,35,1,0,5078.56,Campbellchester,2019,5,16,3,4,126
2019-05-16,Tele Handlers ,0.032464403,21,35,1,0,5078.56,Danielmouth,2019,5,16,3,5,192
2019-05-17,Backhoe Loader,0.0378373,28,35,1,0,5078.56,North Jennifer,2019,5,17,4,0,1130
2019-05-17,Excavators(crawler),0.0378373,16,35,1,0,5078.56,Port David,2019,5,17,4,2,1285
2019-05-17,Loaders (Wheeled),0.0378373,12,35,1,0,5078.56,South Karashire,2019,5,17,4,3,1605
2019-05-17,Skid Steer Loaders,0.0378373,33,35,1,0,5078.56,Johnfurt,2019,5,17,4,4,548
2019-05-17,Tele Handlers ,0.0378373,16,35,1,0,5078.56,Wheelerland,2019,5,17,4,5,1902
2019-05-18,Backhoe Loader,0.03203027,3,35,1,0,5078.56,Jacobschester,2019,5,18,5,0,488
2019-05-18,Excavators(crawler),0.03203027,11,35,1,0,5078.56,Katieborough,2019,5,18,5,2,597
2019-05-18,Loaders (Wheeled),0.03203027,29,35,1,0,5078.56,Cartermouth,2019,5,18,5,3,134
2025-03-15,invalid_data,0.03203027,4,35,1,0,5078.56,Hollandfort,2025,3,15,5,6,467
2019-05-18,Compactors,0.03203027,9,35,1,0,5078.56,Port Cynthia,2019,5,18,5,1,1282
2019-05-18,Tele Handlers ,0.03203027,17,35,1,0,5078.56,South Julieport,2019,5,18,5,5,1603
2019-05-19,Backhoe Loader,0.029959176,3514,35000,1,0,5078.56,Jacksonville,2019,5,19,6,0,486
2019-05-19,Excavators(crawler),0.029959176,5,35,1,0,5078.56,Watsonshire,2019,5,19,6,2,1771
2019-05-19,Skid Steer Loaders,0.029959176,39,35,1,0,5078.56,Obrienbury,2019,5,19,6,4,1214
2019-05-19,Compactors,0.029959176,10,35,1,0,5078.56,East Katelynfort,2019,5,19,6,1,306
2019-05-19,Tele Handlers ,0.029959176,32,35,1,0,5078.56,Carlsonport,2019,5,19,6,5,130
2019-05-20,Backhoe Loader,0.034874042,25,35,1,0,5078.56,Sethstad,2019,5,20,0,0,1485
2019-05-20,Excavators(crawler),0.034874042,27,35,1,0,5078.56,Hickmanborough,2019,5,20,0,2,456
2019-05-20,Skid Steer Loaders,0.034874042,29,35,1,0,5078.56,Gordonmouth,2019,5,20,0,4,419
2019-05-20,Compactors,0.034874042,25,35,1,0,5078.56,Andersonfort,2019,5,20,0,1,38
2019-05-20,Tele Handlers ,0.034874042,24,35,1,0,5078.56,Patriciabury,2019,5,20,0,5,1231
2019-05-21,Excavators(crawler),0.02726277,8,35,1,0,5078.56,New Thomasside,2019,5,21,1,2,1056
2019-05-21,Loaders (Wheeled),0.02726277,7,35,1,0,5078.56,South Dannymouth,2019,5,21,1,3,1562
2019-05-21,Skid Steer Loaders,0.02726277,25,35,1,0,5078.56,Whitechester,2019,5,21,1,4,1905
2019-05-21,Compactors,0.02726277,17,35,1,0,5078.56,Amyside,2019,5,21,1,1,36
2019-05-21,Tele Handlers ,0.02726277,21,35,1,0,5078.56,Andradefort,2019,5,21,1,5,43
2019-05-22,Backhoe Loader,0.029110823,3513,35000,1,0,5078.56,Leonardmouth,2019,5,22,2,0,789
2019-05-22,Excavators(crawler),0.029110823,23,35,1,0,5078.56,Kentmouth,2019,5,22,2,2,612
